MonthlyIncome,MonthlyRate,DailyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,JobLevel,TrainingTimesLastYear,YearsSinceLastPromotion,JobInvolvement,RelationshipSatisfaction,WorkLifeBalance,Education
1822,3394,1084,9,0,0,0,1,1,2,1,3,0,3,3,3,3
1390,17164,1304,1,1,0,0,0,0,1,1,5,0,2,1,2,3
4575,4353,493,7,5,3,4,1,1,1,1,2,5,3,1,2,3
2350,14626,941,8,3,2,1,0,0,0,1,3,1,2,2,3,3
2796,18011,374,1,0,0,0,0,2,0,1,2,0,3,3,1,3
2288,26428,385,5,1,0,0,0,1,3,1,3,0,3,1,2,3
9867,11869,556,28,9,8,8,0,0,2,2,0,4,2,4,2,3
2191,3383,667,10,1,0,0,0,3,2,1,4,0,3,3,3,3
16217,2790,1050,30,28,10,9,0,1,0,4,2,5,1,1,2,3
3948,22219,491,7,4,2,3,0,0,1,1,2,0,2,1,3,2
2473,26113,374,1,1,0,0,0,1,3,1,2,0,3,1,3,1
2376,7097,498,1,1,0,0,2,0,1,1,2,0,2,3,3,2
2365,6701,822,1,1,0,0,0,0,1,1,1,0,2,3,3,2
2729,21507,455,11,8,6,6,0,0,0,1,3,0,3,1,3,2
2756,17795,1025,9,6,6,0,0,3,0,1,1,0,1,3,2,3
2884,19631,1180,1,1,0,0,0,1,1,1,3,0,2,1,3,3
2319,3238,384,3,1,1,0,2,0,0,1,3,1,2,3,3,3
2190,9776,580,5,3,2,2,0,2,2,1,0,1,2,2,2,2
2400,18720,1246,5,3,0,2,0,3,1,1,2,0,2,1,2,2
2290,17141,701,2,2,2,2,0,2,3,1,3,0,3,1,2,3
13335,25353,891,22,12,5,4,0,3,0,3,2,1,1,4,3,3
4304,15156,398,5,2,1,1,0,0,0,1,2,1,2,1,2,2
2316,21012,604,1,0,0,0,0,0,2,1,4,0,1,1,3,1
2246,3398,729,1,1,0,0,0,1,2,1,3,0,3,1,1,2
4660,23211,735,5,5,2,1,1,2,3,2,0,2,3,2,2,3
10966,11109,634,20,10,7,9,0,0,0,3,1,7,2,4,2,4
1664,24371,1078,3,1,0,0,0,0,2,1,2,0,3,2,3,4
2462,4359,954,6,1,1,1,0,0,2,1,2,1,3,3,1,2
2540,10287,1221,9,6,1,2,1,2,0,1,2,1,3,3,3,2
3897,4368,872,7,7,4,6,0,2,3,1,2,6,3,1,2,2
2553,3689,900,2,2,1,1,0,1,0,1,2,0,2,2,2,2
2410,20866,667,2,0,0,0,0,0,2,1,4,0,1,1,3,1
11579,3996,620,15,15,8,10,0,0,1,2,3,9,2,3,2,3
3216,21354,414,3,1,0,0,0,1,2,1,3,0,3,3,2,4
8956,17416,346,8,5,3,0,0,0,2,2,2,0,2,2,3,4
4916,3096,986,10,8,5,5,0,1,1,2,3,2,2,2,2,3
2309,2997,985,5,2,1,1,0,1,0,1,0,2,2,1,2,3
19807,21584,687,25,7,3,4,0,0,3,5,2,2,3,4,3,3
2238,11313,284,6,5,2,2,1,1,1,1,2,1,3,2,2,2
1103,9136,328,1,1,0,0,0,3,1,1,3,1,1,3,2,2
2337,3503,322,10,7,6,5,1,1,2,1,3,6,2,4,1,2
7011,11693,708,10,5,3,4,0,0,1,2,2,1,1,1,2,1
4644,24330,1100,5,3,2,1,0,2,1,2,2,1,3,2,3,3
2679,21574,500,12,8,6,6,0,0,0,1,2,0,3,1,3,2
11887,13291,302,19,16,6,4,3,2,0,3,3,9,3,3,3,3
3939,16859,710,8,1,0,0,0,0,0,1,2,0,2,2,3,3
2605,25339,241,2,2,2,2,0,2,0,1,2,2,2,3,1,2
9478,13637,664,9,9,7,6,0,3,1,3,2,3,2,4,3,2
2398,10261,1157,14,8,0,5,2,1,0,1,2,1,2,2,4,3
2468,14565,436,1,1,1,1,0,0,1,1,2,1,1,3,3,3
2468,20782,711,2,0,0,0,0,0,2,1,4,0,1,1,3,1
5128,3849,763,6,4,3,2,1,0,1,1,2,2,2,1,2,3
4916,22444,769,8,6,3,1,0,1,2,2,4,1,2,2,3,2
2701,14635,502,3,2,2,2,0,0,0,1,3,1,1,3,3,3
2338,3659,310,13,9,8,7,1,1,2,1,3,8,2,4,1,2
2428,14729,500,1,1,0,0,0,2,3,1,2,1,1,2,2,2
2267,15009,408,3,1,0,0,0,1,1,1,2,1,2,2,2,2
10859,15129,707,17,12,0,6,0,1,0,3,2,9,2,3,1,3
10419,3591,1040,20,18,6,6,1,1,1,3,2,3,2,2,3,1
1460,22208,277,1,1,0,0,0,1,0,1,3,0,2,3,3,3
3016,19898,929,17,1,0,0,0,2,2,1,0,0,3,4,1,3
2310,10410,718,2,2,1,1,0,0,1,1,0,0,1,1,2,2
2295,3370,439,3,1,0,0,0,2,1,1,3,0,2,3,3,3
2376,22810,600,3,2,1,1,0,3,2,1,2,0,1,2,1,3
2216,6808,873,3,3,0,2,0,0,2,1,2,0,2,3,3,2
7080,23255,477,14,5,4,4,0,2,1,2,2,3,3,1,3,1
2743,22839,422,7,6,6,0,1,2,1,1,2,0,2,2,2,3
6167,21062,331,10,9,2,6,1,2,2,2,3,6,3,3,2,3
2160,15168,376,4,2,1,1,0,0,0,1,2,1,2,2,2,2
18195,25521,533,28,25,11,8,0,2,0,4,2,6,1,4,3,1
2322,14518,958,6,4,2,0,0,0,2,1,2,2,1,2,3,3
8658,14243,616,17,17,7,6,1,3,0,3,2,0,2,3,3,3
2536,15930,1348,2,1,0,0,0,0,1,1,5,0,3,3,3,1
2569,6228,854,1,1,1,1,0,1,1,1,4,1,2,2,2,3
2008,6164,577,1,1,1,0,0,1,0,1,2,0,2,2,3,3
3666,14984,500,5,0,0,0,0,1,0,1,4,0,2,2,1,3
2390,22427,463,4,4,4,1,0,2,1,1,2,0,2,3,2,3
3919,9211,1298,4,2,2,2,0,2,1,1,3,0,2,2,3,1
16211,16695,1422,22,10,7,3,0,1,1,4,1,7,3,4,2,3
5157,4590,965,8,5,2,3,1,2,0,1,2,1,3,1,2,3
7767,19088,1083,9,1,0,0,2,2,0,2,1,0,3,1,2,3
2472,26102,383,1,1,0,0,0,1,3,1,2,0,3,1,3,1
5533,26567,321,5,5,3,2,0,2,1,2,1,0,2,3,3,2
9046,14339,614,21,21,7,6,1,3,0,3,2,0,2,3,3,3
10046,14587,607,32,31,7,8,1,3,1,3,3,0,2,2,3,4
7549,10975,373,11,9,6,8,0,0,2,3,2,2,2,1,1,1
2335,3255,342,5,3,3,1,2,0,0,1,3,3,2,4,2,2
10462,4333,1257,18,9,3,3,0,0,0,3,1,2,2,2,2,3
10223,24185,1324,11,2,0,2,0,2,1,2,0,1,2,4,3,2
3684,20341,1172,10,3,2,1,0,2,3,1,1,0,2,2,2,1
2240,3714,586,7,4,4,4,0,1,0,1,4,1,1,3,3,2
7835,5836,1139,9,9,7,7,1,3,2,3,3,6,2,1,3,2
2404,18931,974,1,1,0,0,2,1,1,1,1,0,2,3,2,2
2329,6691,809,1,1,0,0,0,0,1,1,1,0,2,3,3,2
2351,14557,797,3,3,1,0,0,1,3,1,2,2,1,2,2,3
3900,4760,878,8,8,5,6,0,1,3,1,3,2,3,2,2,2
2088,2733,1201,11,0,0,0,0,2,3,1,4,0,2,2,3,2
5845,14132,383,9,7,4,5,0,2,1,2,1,4,2,3,3,2
3101,19985,921,17,1,0,0,0,2,2,1,0,0,3,4,1,3
2140,7472,384,1,1,0,0,2,1,2,1,3,0,2,3,3,2
10442,14807,618,23,21,3,7,0,2,0,3,2,7,2,2,1,4
13317,24421,1197,19,13,5,8,0,2,1,3,2,10,2,3,2,1
2282,9643,561,5,3,1,1,0,2,2,1,0,0,2,2,2,3
6187,6128,511,8,6,3,1,1,1,2,2,5,0,2,1,2,2
1130,8040,610,0,0,0,0,0,2,1,1,3,0,1,4,3,1
2717,6797,956,4,2,1,1,0,0,1,1,2,0,2,3,3,2
4072,5078,782,7,6,1,4,0,0,0,1,4,3,1,2,3,2
2548,22933,1327,2,1,1,0,0,2,1,1,3,0,3,3,2,1
2275,6707,907,4,4,1,3,0,1,2,1,3,1,3,3,2,2
8795,10571,242,12,5,4,4,0,0,1,2,2,1,3,3,3,2
4562,24787,570,4,2,2,1,0,2,0,2,2,2,1,2,3,2
4028,9397,686,5,2,2,2,0,0,0,1,4,0,2,3,2,3
6779,12290,986,10,0,0,0,0,1,0,2,2,0,1,2,3,2
4155,7506,949,13,11,6,7,0,0,0,1,2,6,2,2,3,4
2272,9150,697,2,2,1,1,0,1,0,1,2,0,2,2,3,1
10394,4902,764,24,17,5,3,0,1,1,3,2,7,3,2,2,4
5220,9640,1291,7,5,3,3,0,2,0,2,2,1,1,1,2,3
2343,8172,1079,9,9,6,7,0,0,1,1,1,8,3,3,3,3
3151,21771,1372,4,4,3,2,0,1,0,1,4,0,3,3,2,1
3149,19913,917,18,1,0,0,0,2,3,1,0,0,2,3,1,3
4241,5238,345,8,6,2,4,0,0,1,2,4,0,3,2,1,4
2551,3755,656,7,5,4,4,0,2,1,1,2,3,2,3,2,2
4451,10289,796,10,8,6,5,0,2,2,2,2,4,3,1,4,3
2250,7213,587,8,6,3,5,0,0,1,1,2,0,2,3,2,2
2411,25708,118,5,4,2,3,0,1,1,1,2,3,3,2,3,3
6764,23297,489,15,4,3,2,0,1,1,2,4,0,2,1,2,2
2239,8146,1130,7,7,5,5,0,0,1,1,2,6,3,3,3,3
7686,11849,1271,13,5,3,4,0,0,1,2,2,0,2,1,2,1
2484,18575,860,3,2,0,1,0,3,0,1,2,0,2,2,3,2
10304,5520,535,15,15,7,7,1,3,2,3,5,3,2,1,3,1
2599,10280,1159,5,4,2,0,0,2,0,1,3,0,3,3,3,2
8906,9410,449,8,8,7,7,0,1,0,2,4,6,3,2,3,3
19799,25839,267,33,31,14,8,0,2,0,5,2,6,1,4,3,1
3209,11344,1219,7,4,3,3,0,2,2,1,3,3,3,3,2,3
4922,25454,449,4,3,2,2,0,2,1,2,1,1,1,3,3,3
4143,4179,552,7,6,2,6,0,1,2,1,2,6,3,1,1,3
2780,17770,974,8,6,5,0,0,3,0,1,1,0,1,3,1,4
1394,15799,748,2,1,0,0,0,2,0,1,2,0,3,2,2,3
2226,25541,323,6,6,1,5,0,1,3,1,2,5,3,3,3,4
2036,23713,831,6,2,1,1,0,0,2,1,2,0,3,3,3,4
4123,4060,585,7,7,2,7,0,2,2,1,2,6,2,1,1,3
4682,15240,415,6,2,1,1,0,0,0,1,1,1,2,1,3,2
2910,17860,465,2,2,1,2,0,2,0,1,2,1,3,2,1,3
2286,20313,913,5,1,0,0,0,0,0,1,2,0,2,1,1,2
5256,17976,1091,13,1,0,0,0,2,2,2,2,0,2,1,2,2
3507,17127,530,8,0,0,0,0,0,0,1,2,0,2,2,3,3
2065,7680,313,8,7,5,5,0,0,0,1,2,0,1,3,1,3
10344,3247,381,36,36,9,6,1,2,2,3,2,12,2,4,2,3
2410,6844,872,1,1,0,0,1,0,0,1,1,0,2,3,3,2
5433,8126,930,7,6,4,4,0,2,2,2,0,4,2,1,3,3
3392,11230,1380,2,1,1,1,0,2,2,1,3,1,2,3,2,3
1712,10598,1062,1,1,0,0,0,1,0,1,2,0,2,3,2,3
4781,9851,1205,8,4,3,3,0,1,0,1,2,0,1,1,2,3
2490,25999,374,1,1,0,0,0,1,2,1,2,0,2,1,2,1
2178,17519,1194,6,4,3,0,0,1,1,1,3,1,1,2,2,3
3764,21001,650,6,2,2,2,0,2,1,1,2,1,2,2,1,2
2289,3204,654,4,1,0,0,0,3,1,1,2,1,3,1,2,3
2885,21498,389,5,3,1,1,0,0,2,1,3,0,3,2,3,4
1993,16594,154,9,9,1,7,0,1,2,1,3,6,3,1,2,3
2402,7314,341,1,1,1,0,2,1,2,1,3,0,3,3,3,2
6582,11331,853,9,2,1,1,0,1,0,2,2,0,2,2,3,2
10031,22315,621,13,6,5,0,0,1,1,3,2,2,2,1,3,3
5579,22271,739,7,3,3,2,1,2,0,2,2,1,1,4,2,2
4916,17736,720,11,7,1,6,0,0,1,1,2,6,2,1,2,3
2185,23465,665,4,2,1,1,0,1,2,1,3,0,2,3,2,3
2171,26369,105,1,1,0,0,0,0,0,1,2,0,3,3,3,3
2575,25566,133,2,1,0,0,0,1,1,1,1,0,3,2,3,3
6474,12527,777,10,2,1,1,0,1,0,2,2,1,1,2,3,2
5290,18339,963,16,1,0,0,0,2,1,2,2,0,2,2,2,2
5504,21184,675,10,9,7,6,0,3,0,2,3,1,3,3,2,3
4408,10344,827,11,9,7,5,0,2,2,1,2,4,2,1,3,4
4588,16539,774,5,2,2,0,0,1,1,1,3,1,3,3,1,3
2489,18614,675,1,1,0,0,1,2,0,1,2,0,2,3,3,2
2477,26216,285,6,1,0,0,0,1,2,1,3,0,3,1,3,3
5218,17658,518,9,6,2,4,0,1,1,2,3,4,2,1,1,3
7671,19109,1084,9,2,0,1,2,2,0,2,1,0,3,1,2,3
2436,15541,710,6,1,0,0,0,2,1,1,3,0,2,3,3,2
10145,15061,532,32,24,7,7,1,3,1,3,3,1,2,1,3,4
5048,4168,607,6,4,3,2,2,0,1,1,2,3,2,1,2,3
1669,22029,457,8,3,2,0,0,0,1,1,3,0,2,2,2,3
6827,17873,325,6,5,2,1,0,0,0,2,3,0,3,1,1,3
5739,21676,587,8,5,2,4,2,2,1,2,2,3,1,4,2,2
3183,21736,1174,3,3,2,1,0,1,1,1,4,0,2,3,2,2
2176,9349,702,4,3,2,2,0,1,0,1,1,1,2,3,2,1
2589,21956,679,6,3,2,2,0,2,2,1,2,0,3,3,1,3
2412,14939,866,3,3,2,1,0,2,1,1,3,0,1,3,2,1
8460,21533,1027,10,8,7,6,0,0,1,3,2,6,2,3,2,3
10474,2375,1322,24,20,6,6,1,0,1,3,1,3,2,4,2,2
3602,17195,622,10,1,0,0,0,0,0,1,2,0,2,1,3,3
2891,19658,1124,1,1,0,0,0,1,1,1,3,0,2,1,3,3
2507,21980,721,9,6,4,4,0,2,1,1,2,0,3,2,1,2
4676,7765,824,13,11,6,8,0,1,0,2,2,7,2,2,3,3
2587,2911,1170,3,1,1,1,0,2,0,1,0,1,2,3,3,3
2255,4943,309,7,4,4,4,0,0,1,1,3,0,1,3,2,3
2378,13570,937,3,1,0,0,1,2,2,1,2,0,2,4,2,1
3674,24746,1069,4,2,2,1,0,2,0,1,3,2,1,3,2,3
7233,9216,1297,9,8,7,6,0,1,1,2,2,3,4,1,3,4
10653,14358,509,30,29,7,8,1,3,1,3,4,3,2,2,3,4
4538,10547,938,12,10,8,6,0,2,2,2,2,5,3,1,3,4
3444,11222,1329,2,2,2,2,0,1,2,1,2,1,2,2,2,3
4309,22754,1412,18,4,2,2,0,0,0,2,1,1,2,1,2,2
2565,12069,497,3,1,1,0,0,2,2,1,3,0,1,3,2,2
3183,21372,407,3,1,0,0,0,0,2,1,3,0,3,3,2,4
8182,18795,919,8,2,0,1,1,1,0,2,2,0,3,1,3,4
4298,4618,876,8,8,2,5,1,0,1,1,3,5,1,1,3,2
4944,4522,439,7,5,3,3,2,0,1,1,2,3,3,1,2,4
2249,6745,909,5,4,1,3,0,1,2,1,3,1,3,3,2,2
7178,23938,361,14,6,3,5,1,2,1,2,3,1,3,2,2,2
10132,24606,1255,10,8,4,5,0,2,3,2,1,5,1,3,2,3
2400,18792,862,0,0,0,0,2,1,1,1,2,0,2,3,3,2
2322,17205,769,1,1,1,1,0,2,2,1,3,0,2,1,2,3
3561,17171,605,10,1,0,0,0,0,0,1,2,0,2,2,3,2
2821,8906,497,5,5,3,3,0,1,2,1,1,4,3,2,3,3
2565,5427,337,7,0,0,0,0,0,2,1,2,0,2,3,2,2
6029,8586,1283,13,4,3,2,1,1,1,2,1,3,2,2,3,4
2039,21847,682,14,5,4,0,0,0,2,1,2,0,3,2,1,3
2642,5791,724,5,5,5,4,0,2,2,1,3,4,3,3,2,3
2618,25339,256,1,1,1,1,0,1,0,1,2,1,2,2,1,1
2229,6793,864,3,3,0,2,0,0,2,1,2,0,2,3,3,2
2330,3679,333,13,9,8,7,0,1,2,1,4,8,2,4,1,2
2456,22144,830,7,5,3,4,0,2,1,1,2,0,3,2,1,2
2157,4811,315,7,6,6,6,0,0,1,1,3,0,1,3,2,3
6771,23335,507,15,4,3,2,0,1,1,2,4,0,2,1,2,2
2266,3413,594,2,1,0,0,0,2,2,1,3,0,3,2,2,2
12013,13683,244,20,17,6,5,2,2,0,3,3,11,2,3,2,3
2326,14376,1110,5,4,2,0,1,0,2,1,2,2,1,2,3,4
10401,22767,576,17,3,0,1,1,2,0,3,4,1,2,2,2,3
3053,16384,1394,5,4,3,2,1,0,1,1,2,0,3,1,3,1
9544,10361,1150,9,8,7,7,0,0,3,2,2,3,3,1,3,2
2418,23133,462,2,2,1,0,0,2,1,1,2,0,1,2,1,3
10248,3663,210,36,36,9,6,1,2,2,2,3,14,2,4,2,3
5010,9895,1155,9,7,5,4,0,2,1,2,2,3,1,1,2,3
4679,7829,745,13,10,5,6,0,1,0,2,2,6,2,2,3,3
2374,7500,253,8,6,5,5,0,0,0,1,2,0,2,3,1,3
5663,8368,1167,13,1,1,1,2,0,0,2,3,1,2,2,2,4
1906,25471,171,1,1,0,0,0,1,1,1,2,0,3,2,3,3
2332,15023,805,4,3,2,1,0,2,1,1,2,0,2,2,2,1
2040,8158,1211,1,1,0,0,0,1,1,1,2,0,3,2,3,3
4882,14485,1086,14,1,0,0,0,1,0,2,1,0,1,1,1,2
2548,18322,421,5,1,1,0,0,1,1,1,2,0,2,2,4,4
1123,26992,1256,1,1,0,0,0,1,3,1,4,1,3,3,2,1
4043,4812,805,10,10,2,7,0,0,1,1,4,3,1,2,2,2
3810,11334,1401,5,2,1,2,0,1,1,1,2,1,3,3,1,4
3771,20878,1329,4,4,3,2,0,1,2,1,2,0,2,1,2,1
2682,4929,444,6,6,5,4,0,2,2,1,2,4,3,2,2,2
9633,13622,667,9,9,7,7,0,3,2,3,3,3,2,3,3,2
2488,25656,119,3,2,1,1,0,1,1,1,2,0,3,1,3,3
2599,18238,400,4,1,1,1,0,1,1,1,2,0,2,2,3,4
4590,10413,879,12,10,8,6,0,2,2,2,2,5,3,1,3,3
3733,9698,542,4,3,2,2,0,1,2,1,2,0,2,4,1,3
2298,3047,1012,4,1,1,1,0,1,0,1,0,1,2,1,2,2
2832,8996,443,3,3,2,2,0,1,2,1,1,2,3,2,3,3
3703,17118,615,10,1,0,0,0,0,0,1,2,0,2,2,3,3
2453,18646,727,2,1,0,0,2,1,2,1,2,0,2,2,3,2
4419,25738,1110,4,2,2,2,2,3,0,1,3,2,2,2,3,4
2434,26142,363,1,1,0,0,0,0,2,1,2,0,3,1,3,1
2361,10324,622,8,5,1,3,0,0,1,1,0,1,2,1,3,2
2398,10198,1162,15,8,0,5,2,2,0,1,1,1,2,3,3,3
11380,13562,347,17,15,7,5,2,3,0,3,3,8,2,4,3,2
2638,14738,580,2,2,2,1,0,1,1,1,3,1,1,3,2,2
2179,9719,603,5,3,2,2,0,2,1,1,0,1,2,3,2,2
4638,7790,807,14,13,7,9,0,1,0,2,2,8,2,2,3,3
4320,22774,1384,18,4,2,2,0,0,0,2,1,1,2,1,2,2
19538,23586,495,32,18,8,6,0,0,3,5,2,7,3,4,3,3
6758,14242,897,12,6,3,1,2,1,1,2,2,0,3,3,3,3
9821,13592,632,9,9,7,6,0,3,1,3,3,4,2,4,3,2
2528,21265,529,7,4,3,3,0,0,0,1,3,0,2,1,4,1
3479,20176,1073,13,2,1,0,0,2,3,1,0,0,2,2,1,2
6722,11987,1007,11,0,0,0,0,0,0,2,2,0,1,2,3,1
6589,11045,1039,14,2,1,0,0,0,1,2,2,0,3,2,3,1
2333,17217,776,2,2,2,1,0,3,2,1,2,0,2,2,2,3
5731,8400,937,8,8,7,4,0,2,2,2,0,7,2,2,3,4
2192,9783,576,5,3,2,2,0,2,2,1,0,1,2,2,2,2
2290,10195,391,4,3,2,2,0,0,2,1,0,1,2,1,2,2
10464,4118,1269,19,10,3,3,0,0,0,3,1,2,2,2,2,3
4844,7750,787,7,3,1,2,1,1,1,2,2,0,3,1,2,3
2429,10373,1329,14,8,0,5,2,2,0,1,2,1,2,3,3,3
2481,21202,545,5,3,2,2,0,0,1,1,4,0,1,1,4,1
2559,18401,467,2,1,0,0,0,2,0,1,2,0,2,2,4,2
2903,17416,587,5,2,1,2,0,1,0,1,2,0,3,3,2,2
4029,11426,1382,7,2,1,2,0,0,1,1,2,1,3,3,1,4
2831,14367,915,4,4,2,2,0,1,0,1,3,1,2,3,3,3
3043,25022,703,3,2,2,2,0,2,0,1,2,2,1,3,1,2
3407,6710,599,8,4,3,3,2,2,0,1,2,0,1,1,3,1
2770,11866,703,4,1,0,0,0,2,2,1,3,0,2,3,3,2
3161,21732,1264,3,3,2,1,0,1,1,1,4,0,2,3,2,2
2497,8449,1029,5,4,2,3,0,0,3,1,3,0,3,2,3,3
6545,10884,966,12,2,1,1,0,0,1,2,2,0,3,2,3,1
5611,21033,751,10,9,6,7,0,2,0,2,3,0,2,3,3,3
4084,15096,433,5,1,1,1,0,0,0,1,3,1,2,1,2,2
2130,9804,479,1,1,0,0,0,1,2,1,3,0,2,2,3,2
6769,14249,869,11,6,3,1,1,2,0,2,2,0,3,4,3,3
3897,9710,657,5,2,2,2,1,0,0,1,3,0,2,3,2,3
8435,21439,1031,10,7,6,6,0,1,0,3,2,6,3,2,2,3
2782,8941,580,3,2,0,1,0,1,3,1,3,0,3,2,3,3
4383,16285,852,5,2,2,1,0,1,1,1,2,2,2,3,2,3
15487,15663,1026,20,18,8,7,0,2,0,4,0,13,2,3,2,3
4199,10219,1024,9,4,3,3,0,0,0,1,2,0,3,1,4,2
7206,13973,1185,13,8,7,7,2,1,2,2,2,0,3,3,3,3
4217,10899,1207,9,3,2,2,0,0,0,1,2,0,3,2,2,3
2101,15382,412,6,2,1,1,1,0,0,1,2,0,2,2,3,3
9895,25588,637,6,2,1,2,0,1,2,2,2,2,2,3,2,3
5545,26785,417,5,5,3,2,0,2,1,1,1,0,2,3,3,3
5182,17687,1144,11,1,0,0,0,2,2,1,3,0,3,1,2,2
2160,2583,1260,6,0,0,0,0,1,2,1,2,0,2,2,3,2
2295,25201,377,3,3,2,2,0,2,2,1,2,1,3,2,3,3
10532,5755,1150,15,2,2,2,0,0,0,3,2,2,3,2,2,3
2669,18058,1092,4,3,2,0,0,1,2,1,1,0,1,1,2,3
2420,15218,421,6,4,1,2,0,2,0,1,2,0,3,1,2,1
4769,26020,1049,4,2,2,2,2,2,0,1,2,2,2,2,3,3
10128,15375,479,30,18,7,5,1,3,0,3,2,2,2,1,3,3
2318,4690,324,4,4,4,4,0,0,1,1,3,0,1,3,2,2
19420,25785,280,37,31,14,8,0,1,2,5,2,10,2,4,3,3
2638,25683,199,2,1,0,0,0,1,2,1,1,0,3,3,3,3
8755,12401,1339,9,9,7,8,0,0,1,3,2,1,2,1,2,2
2627,8592,989,7,4,2,3,0,0,2,1,4,0,2,3,3,2
5663,17517,189,7,5,2,0,0,1,0,2,3,0,2,1,1,3
6134,13023,533,10,6,4,4,0,2,1,2,2,4,2,3,3,2
5354,22212,813,7,3,2,1,1,2,0,2,2,1,1,3,2,2
1427,8047,887,0,0,0,0,0,2,1,1,3,0,1,4,3,1
7906,14085,635,10,9,6,4,1,2,0,2,2,0,3,4,3,3
2356,6629,813,1,1,0,0,1,0,1,1,1,0,2,3,2,2
2024,16485,151,9,9,2,7,1,0,2,1,2,6,3,1,2,3
1180,26989,1203,1,1,0,0,0,1,3,1,4,1,3,3,2,1
3232,21686,359,3,2,0,0,0,0,2,1,3,0,3,2,3,4
2127,15502,569,4,2,1,1,0,0,0,1,2,0,3,2,3,2
6173,20808,266,11,7,5,7,0,2,1,2,3,6,1,2,2,4
13224,2923,488,21,20,8,12,0,0,2,3,2,11,2,1,2,2
3109,6592,591,7,5,3,3,0,0,2,1,2,0,2,2,3,1
10057,15795,400,26,7,7,3,0,3,0,3,1,4,2,1,3,2
1992,23789,860,6,2,1,1,0,0,2,1,2,0,3,3,3,4
3134,17016,437,4,0,0,0,0,0,1,1,2,0,3,3,2,2
3695,22001,343,4,3,1,1,0,0,2,1,1,0,2,1,2,3
2893,16266,1391,4,3,2,1,0,0,2,1,3,0,3,2,3,1
4575,10432,888,12,10,8,6,0,2,2,2,2,5,3,1,3,4
9871,10324,1135,9,8,7,7,0,0,2,3,2,4,3,1,2,3
2308,7379,349,1,1,0,0,2,1,2,1,3,0,2,3,3,2
4859,23220,661,5,4,2,2,0,2,2,2,0,2,2,3,2,3
4928,15291,443,6,2,1,1,0,0,0,1,1,1,2,1,3,2
6712,11859,1042,12,0,0,0,0,0,0,2,2,0,1,2,3,1
4447,3836,732,6,6,2,5,0,1,3,1,2,5,2,1,1,3
2261,10105,792,8,4,0,2,1,1,1,1,2,0,2,2,4,3
9232,12223,1062,18,10,7,9,0,0,1,3,1,2,2,2,2,2
2783,17706,1073,9,6,6,0,0,2,1,1,1,1,1,3,2,3
2053,6646,784,4,3,1,2,0,1,2,1,2,0,2,2,3,2
2464,14743,456,1,1,0,0,0,2,2,1,3,1,1,2,2,2
5926,15481,560,8,1,0,1,0,2,1,2,1,0,2,1,3,2
10540,16338,396,23,4,4,1,1,1,1,3,2,2,2,1,3,3
10261,3622,197,37,37,9,6,1,2,2,2,3,14,2,4,2,3
2340,19798,973,10,4,1,3,0,2,2,1,0,0,3,4,1,3
2682,8781,1308,2,2,0,1,0,2,3,1,3,0,3,1,2,1
2514,10387,1297,16,9,0,6,2,2,0,1,2,1,3,3,3,4
2648,20524,849,5,1,1,1,0,1,2,1,2,1,3,3,3,2
12947,24899,1122,13,6,5,6,0,1,1,2,2,6,2,3,3,1
8104,22924,384,9,6,5,5,0,2,1,3,1,5,3,1,3,1
3154,21730,1293,3,3,2,1,0,1,1,1,4,0,2,3,2,2
3890,4671,1136,9,9,2,6,0,0,1,1,4,5,1,2,3,1
2433,15212,279,6,3,0,2,0,2,0,1,2,0,3,1,2,2
2225,7425,367,1,1,0,0,2,1,2,1,3,0,2,3,3,2
3247,19989,961,17,1,0,0,0,2,3,1,0,0,2,3,1,2
1888,6223,546,1,1,1,0,0,1,0,1,2,0,2,2,3,2
4536,10391,897,12,10,8,6,0,2,2,1,2,5,3,1,4,3
9769,22948,523,11,1,0,0,0,2,0,3,2,0,3,1,2,3
2370,18771,1399,5,3,0,2,0,2,2,1,2,0,2,1,2,3
1686,26833,538,0,0,0,0,0,1,3,1,2,0,3,3,2,1
4716,4917,391,6,3,2,1,2,0,0,1,2,2,3,2,3,4
6850,6017,799,8,7,5,2,2,2,2,2,4,3,2,1,3,2
6161,20664,299,11,6,6,6,0,2,1,2,2,6,1,1,1,3
4464,16577,865,5,2,2,1,0,1,2,1,3,2,2,3,2,4
3238,16969,1012,8,5,5,5,1,1,1,1,2,4,3,1,3,2
4916,22799,1069,9,9,3,1,1,2,2,2,2,1,2,1,2,2
2473,18572,658,3,1,0,0,1,1,2,1,2,0,2,2,3,3
2469,11355,542,11,6,4,4,2,1,2,1,2,4,3,3,2,2
2761,14623,440,2,2,2,2,0,1,0,1,3,1,1,3,3,3
6135,8667,1451,15,2,2,2,2,0,1,2,2,1,2,2,3,4
1114,8312,531,1,1,0,0,0,3,1,1,3,1,1,3,2,1
3811,9913,637,5,3,2,2,1,0,1,1,2,0,2,3,1,3
9360,10504,885,10,8,7,7,0,0,3,2,2,3,3,2,3,2
2359,11626,385,12,6,4,3,0,2,1,1,2,3,3,2,3,2
1999,3200,995,3,1,0,0,1,1,1,1,2,1,3,1,2,3
4032,3143,929,12,11,7,7,0,1,0,1,3,5,2,1,3,3
